review_count,description,title,price,maker,link,genre,review
112,"商品名アイミーエッセンス容量50mL成分水、温泉水、グリセリン、BG、ベタイン、DPG、ソルビトール、セレブロシド、ヒアルロン酸Na、白金、金、銀、アセチルヒアルロン酸Na、水溶性コラーゲン、アセチルヘキサペプチド-8、グリシン、プロリン、セリン、加水分解ヒアルロン酸、アラニン、アルギニン、フラーレン、ペンタペプチド-18、ヒトオリゴペプチド-1、カッコンエキス、加水分解コラーゲン、アロエベラ葉エキス、クロレラエキス、褐藻エキス、リシン、トレオニン、グルタミン酸、ポリクオタニウム-51、PCA-Na、キサンタンガム、カプリリルグリコール、ポリソルベート80、フェノキシエタノール",ハンディーミスト アイミー専用エッセンス200ml,2550,RITZ,http://product.rakuten.co.jp/product/%E3%83%8F%E3%83%B3%E3%83%87%E3%82%A3%E3%83%BC%E3%83%9F%E3%82%B9%E3%83%88+%E3%82%A2%E3%82%A4%E3%83%9F%E3%83%BC%E5%B0%82%E7%94%A8%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B9200ml/de5298af517ce6672097d1141cc3605c/,その他,4.76
2,"",かっさリフトプレート 水晶,1161,コジット,http://product.rakuten.co.jp/product/%E3%81%8B%E3%81%A3%E3%81%95%E3%83%AA%E3%83%95%E3%83%88%E3%83%97%E3%83%AC%E3%83%BC%E3%83%88+%E6%B0%B4%E6%99%B6/8bfd852841363bfb99bd0b9e23f10ac8/,その他,5.00
8,"●1秒間に500万回の超音波で、プロのお肌マッサージが短時間で行えます。●イオン機能で、ディープクレンジング＋イオン導入が行えます。●お肌に優しい18Kをヘッド部に使用し、お肌効率良くトリートメント。●美白・保湿・ニキビ・肌荒れに効果的なホワイトオールインワンセット（薬用ジェル50g×3本、P＋E原液×1本）を本体にセットしました。●機械は中国製で、ジェルとエッセンスは日本製になります。",ジャパンギャルズ JSET-6464,8208,ジャパンギャルズ,http://product.rakuten.co.jp/product/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA+JSET-6464/a092fde5f60572a49daa315881e42cde/,超音波美顔器,3.87
823,"安心の1年間メーカー保証付！保証期間は、お買い上げ日から”1年間”です。取扱説明書、製品添付資料などの注意書きに従った、正常な使用が前提となっております。「電源が入らない」、「ブラシが動かない」、そのほかの初期不良などの場合は、『クラリソニックmiaミアフリーダイヤル』にご相談ください。※保証書は、商品配送時同封のお買上げ明細書と一緒に大切に保管してください。※保証期間が過ぎた商品に関しては、メーカーの規定により修理などの保証は受け付けておりません。【クラリソニックmiaミアフリーダイヤル】0120-255-373≪受付時間：10:00〜18:00月〜金（祝祭日は除く）≫ブランド名クラリソニック商品名クラリソニックmiaミア（ホワイト）▼本体×1台▼充電器×1台▼ブラシ×2個　（超敏感肌用）※ブラシの種類は変更できませんのでご了承ください。▼取り扱い説明書▼保証書特徴クラリソニックミア『標準セット』には音波ブラシ（超敏感肌用）が1個しか付きませんが、当店は『医療機関限定セット』として、超敏感肌用ブラシをもう一つお付けいたします。（その他のブラシは別売り。ブラシは、クラリソニックプラスと共有できます。）・パワーが1段階のみなので、操作が簡単。（クラリソニックプラスは、ロー、ミドル、ハイの3段階）・充電器を本体にぴたっとはりつけるだけ、コード着脱式の超簡単接続充電！（クラリソニックプラスは、充電スタンド式）・豊富なカラーバリエーション（クラリソニックプラスは、白のみ）・普段の洗顔料がそのまま使えます！（スクラブ剤配合やピーリング作用のあるものは除く）・スイッチをオンしてから洗い上がりまで、”たったの1分”！1分で自動的に止まります。・お風呂で使える”生活防水機能”付き！手にフィットする曲線ボディで濡れた手でもすべりません。仕様本体質量：222g、ブラシ16g、寸法：全長14cmブラシ質量：16g、ブラシ寸法：直径50mm×厚さ25mm使用方法1.水かぬるま湯でブラシをしっかりと濡らします。2.ブラシ面か肌に洗顔料をたっぷりとつけます。3.ブラシを肌に当てて電源スイッチを入れ、円を描くように動かします。※ブラシは肌に軽く触れる程度にあて、洗顔料の上でやさしく洗って下さい。4.使用後は、肌に残った洗顔料をしっかりと洗い流します。ブラシも必ずすすいでください。区分美顔器販売元日本ロレアル株式会社　リュクス事業本部　クラリソニック事業部広告文責株式会社ベルブリッジ／連絡先：0776-63-6280※税別価格で表示されております。消費税が加算されます。音波洗顔器クラリソニックミア　【ピンク】【イエロー】【ブルー】は、メーカー販売終了に伴い、当店でも取扱い終了となりました。●クラリソニックミアホワイトは引き続きお買い求めいただけます。☆選べるスピード設定(2段階)・タイマー機能など機能が充実した　●「クラリソニックミア2」はこちら⇒",PACIFIC BIOSCIENCE LABORATORIES クラリソニックMIA(ピンク),15660,0,http://product.rakuten.co.jp/product/PACIFIC+BIOSCIENCE+LABORATORIES+%E3%82%AF%E3%83%A9%E3%83%AA%E3%82%BD%E3%83%8B%E3%83%83%E3%82%AFMIA%28%E3%83%94%E3%83%B3%E3%82%AF%29/7d42fd49974a41f701e00fe090d1ae44/,超音波美顔器,4.35
12,"",YA-MAN HRF-1,30651,ヤーマン,http://product.rakuten.co.jp/product/YA-MAN+HRF-1/ca92feb8eb3d027c3d8ea183f8d90253/,イオン導入器,4.08
0,"■目元の気になる部分に赤外線ランプ搭載の「グラマラスアイ」を60秒間あてるだけで、パッチリ輝く目元をメイキング。■メイクの上からでも気にせず使用でき、キャップ・ポーチ付なので持ち運びも簡単。■トリートメント後は、肌のキメが整い、みずみずしい肌に。角質層内部からトリートメントすることで、目の下の血行もよくなり、クマ対策にも最適。目元のたるみや目尻のシワなどにあてるだけでなりたい目尻に。機能項目発売年月2011年03月01日色ブラック本体サイズ＆＃40;H×W×D＆＃41;mm28×22×14mm本体重量約44g付属品ポーチ電源乾電池（別売）",ジャパンギャルズ JH-7232,1706,ジャパンギャルズ,http://product.rakuten.co.jp/product/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA+JH-7232/f358b216fc039f67af56e2793e7bb8b9/,その他,0.00
0,"※パッケージデザイン等は予告なく変更されることがあります。商品説明「ジャパンギャルズハローキティフルコースエステ美顔器JK-10256」は、顔キャップを外すと美顔器、専用ブラシを取付けるとイオンソニック洗顔ができるキティちゃんデザインの美顔器です。洗顔ブラシを取付けるだけで、毛穴汚れ＆古い角質をOFF。イオンパワーで美容液成分を角質層に浸透させ、バイブで心地よいパッティングエステが可能です。防滴仕様なのでお風呂でもお使いいただけます。触れるだけでスイッチONのタッチセンサーを搭載。単4アルカリ乾電池2本使用(別売)。製品仕様素材：本体／ABS取扱説明書：有保証書：有(6ヶ月)電池：無(単4アルカリ乾電池2本別途お買い求めください)※製品のデザイン・仕様は予告なく変更する場合があります。原産国中国ブランド：ジャパンギャルズ化粧品　＆gt　美容機器　＆gt　美容機器(フェイス)　＆gt　美顔器　＆gt　ジャパンギャルズハローキティフルコースエステ美顔器JK-10256販売元　JGBeauty原産国中国セット内容：本体、コットンリング、洗顔ブラシ、取扱説明書重量：200gサイズ：W120×D80×H190JANコード：　4513915010256広告文責：ケンコーコム株式会社TEL：0570-200226　IP電話から：03-3584-4157[ジャパンギャルズ]化粧品[美容機器／美容機器(フェイス)／美顔器]",ジャパンギャルズ ハローキティ フルコースエステ美顔器 JK-10256,2980,ジャパンギャルズ,http://product.rakuten.co.jp/product/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA+%E3%83%8F%E3%83%AD%E3%83%BC%E3%82%AD%E3%83%86%E3%82%A3+%E3%83%95%E3%83%AB%E3%82%B3%E3%83%BC%E3%82%B9%E3%82%A8%E3%82%B9%E3%83%86%E7%BE%8E%E9%A1%94%E5%99%A8+JK-10256/0ea7576f4d02966b8ba6e2f3586e7e75/,その他,0.00
0,"商品説明簡単！美容ケアローラー！微弱電流(マイクロカレント)とプラチナタッピングマッサージのダブル効果でお肌を刺激します。ガールズアワード推奨アイテム！ガールズアワードとは？日本最大級のファッション＆音楽イベント！有名女性タレント多数出演。転がすだけで簡単！肌ケアお風呂場・お風呂上りやなどにくつろぎながら転がすだけ。微弱電流(マイクロカレント)とタッピングマッサージのダブル効果で、重力に負けたお肌を刺激します。プラチナ加工ローラーの螺旋形状が、まるで人の手でマッサージされているかのよう！【材質】本体：ABS、ステンレス　回転ローラー部：ABS（プラチナ加工）【使用方法】●メイクの上から、化粧水、美容液をつけながらでもご使用になれます。●お顔全体を1日3分、1日3回を限度にお肌の調子を見ながらご使用ください。●同じ箇所に何度もせず、お顔全体にご使用下さい。●冷蔵庫で冷やしたり、お風呂で温めてもご使用頂けます。その際はは冷やしすぎ、温め過ぎにはご注意ください。(熱湯や電子レンジ不可)",トータルスムーサー,3780,atelier H.,http://product.rakuten.co.jp/product/%E3%83%88%E3%83%BC%E3%82%BF%E3%83%AB%E3%82%B9%E3%83%A0%E3%83%BC%E3%82%B5%E3%83%BC/e338cb62658ba752ff3e9a1abf1ccaed/,その他,0.00
2,"商品説明マイナス0℃のクールな刺激で瞬間的にお肌と毛穴の引締めトリートメントができます。内容量クールスキンバー1本ご使用方法冷凍庫で約2時間冷却後、毛穴の開きが気になる部分を重点に、1ヶ所5〜10秒程度軽く押し当ててご使用ください。ご注意区分／日本製・化粧品発売元株式会社ジャパンギャルズその他広告文責:ゲンキーネット株式会社TEL:0776-67-5239　",Jギャルズ クールスキンバー レディース,1008,ジャパンギャルズ,http://product.rakuten.co.jp/product/J%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BA+%E3%82%AF%E3%83%BC%E3%83%AB%E3%82%B9%E3%82%AD%E3%83%B3%E3%83%90%E3%83%BC+%E3%83%AC%E3%83%87%E3%82%A3%E3%83%BC%E3%82%B9/0947db48b297303b7625c450e8ea81a9/,その他,2.50
3,"フォトマジック光トリートメントが美肌へ導きます！LED・超音波・温熱の3つの機能を揃えたトータルトリートメント美顔器。LEDフォト機能3種類の光トリートメントでお肌をトータルケア！超音波！1秒間に100万回の刺激でお肌を引き締める！サーモ機能！38℃の温熱効果でお肌を温めます！！エステサロンで使用している機能をそのままハンディータイプに凝縮♪商品名フォトマジックJANコード4571361315011材質ABS樹脂、その他セット内容本体、専用アダプター、取扱説明書、保証書（6ヶ月）カラー・柄ホワイト使用電源AC100V　50／60Hz　最大消費電力10W生産国中国",evolve フォトマジック,7538,evolve,http://product.rakuten.co.jp/product/evolve+%E3%83%95%E3%82%A9%E3%83%88%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF/db3c91c6361827254bfe7781415e747f/,超音波美顔器,4.67
131,"デュアルローラープラチナボディ収納ポーチ＆お手入クロス付！2本のローラーでお肉をグイグイ＆コロコロ！全身使えるボディローラー『デュアルローラー　プラチナボディ』凸凹したボディローラーでお肉をグイグイ＆コロコロ『デュアルローラープラチナボディ』！！2本のローラーは使用部位に合わせて2段階に角度を変えることができるから、ウエスト・太ももなど、気になる部分にそれぞれしっかりフィット！また、V字型・フラット型にローラー部分を調整可能。二の腕や脚、お尻などはV字で左右から挟み込むようにお肉をがっちりつかんで刺激！フラット型にして、お腹や背中、フェイスまでまとめてケア♪お風呂でも使えるから、普段のバスタイムをエステタイムに！！ローラーには、ゲルマニウム・プラチナを配合したプレートを使用。■サイズ／(約)W6.9×D11.6×H8.2cm(フラット状態)・重量約280g■セット内容／本体、お手入れクロス、収納ポーチ■品質／ABS樹脂、アルミ、ステンレス、プラチナパウダー塗装、ゲルマニウムパウダー塗装●中国製※取扱説明書・保証書付※商品の詳しいお問合せ先ヤーマン(株)0120-776-282受付／平日9:00〜17:00",ヤーマン デュアルローラープラチナボディ GR-6Z(美顔器)(YA-MAN),15223,ヤーマン,http://product.rakuten.co.jp/product/%E3%83%A4%E3%83%BC%E3%83%9E%E3%83%B3+%E3%83%87%E3%83%A5%E3%82%A2%E3%83%AB%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC%E3%83%97%E3%83%A9%E3%83%81%E3%83%8A%E3%83%9C%E3%83%87%E3%82%A3+GR-6Z%28%E7%BE%8E%E9%A1%94%E5%99%A8%29%28YA-MAN%29/bf72aa01d4466a3f4ce9d62b9c95be55/,その他,4.21
0,"",Dr.Lumen LED-FM-SET-01 Red LED+ Blue LED マスクLarge Size,47980,ミスターカード,http://product.rakuten.co.jp/product/Dr.Lumen+LED-FM-SET-01+Red+LED%EF%BC%8B+Blue+LED+%E3%83%9E%E3%82%B9%E3%82%AFLarge+Size/df9b52d6b8127e171e8ba798c3655602/,その他,0.00
0,"■潤いを与える海洋深層水ヒアルロン酸。■キメを整えるプラチナナノコロイド（白金）。■肌荒れを防ぐシルバーナノコロイド（銀）。■ハリを与える天然コラーゲン（AMPD）セラミド（グルコシルセラミド）商品名ハンディミストメーカーTOFFYシリーズ名／愛称スマートロックス型番THM-001CPKJANコード4.58211E＋12色（CPK）チェリーピンク標準価格約198.0(W)×248.0(D)×24.0(H)mm発売年月2008／1／16本体サイズ(H×W×D)mm60×120×166mmその他サイズ【調理鍋最大内径】約20cmその他サイズ38mm本体重量約60g消費電力アニメ・特撮付属品専用エッセンス、専用ケース（空欄）シリコン電源単4形アルカリ乾電池×4本（別売）使用可能時間640ml材質ABSメーカー製品情報シリコンキッチンツール",キングジム Toffyハンディミスト チェリーピンク THM-001CPK,7179,Gクラッセ,http://product.rakuten.co.jp/product/%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B8%E3%83%A0+Toffy%E3%83%8F%E3%83%B3%E3%83%87%E3%82%A3%E3%83%9F%E3%82%B9%E3%83%88+%E3%83%81%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%94%E3%83%B3%E3%82%AF+THM-001CPK/40323033c44dba0f91ab32d6c9848a99/,その他,0.00
0,"本商品は在庫限りの商品です。ご注文後にキャンセルさせていただく場合がございます。※パッケージデザイン等は予告なく変更されることがあります。商品説明「ジャパンギャルズローラービューソニックプロJSIP-8789」は、ヘッドの角度を3段階に変えることができる可動式超音波美顔器です。ヘッドの角度は0度・45度・75度に替えることができ、お顔のどの部分にもピタッと密着します。毎秒300万回(3MHz)の超音波振動をお肌に伝えてマッサージ。さらに、EMS(低周波)によるバルス電流で表情筋をトリートメント、いきいきとした表情をサポートします。また、毛穴・角質汚れを分解・吸着して落とすイオンクレンジング、美容成分を角質層の隅々まで届けるイオントリートメントが行えます。製品仕様●商品サイズ(約)：W112×D71×H247.5mm●重量(約)：500g●素材：本体／ABS、スタンド／ABS、アダプター／ABS原産国日本ブランド：ジャパンギャルズ化粧品　＆gt　美容機器　＆gt　美容機器(フェイス)　＆gt　超音波美顔器　＆gt　ジャパンギャルズローラービューソニックプロJSIP-8789販売元　ジャパンギャルズ原産国日本セット内容：スタンド、アダプター、取扱説明書JANコード：　4513915008789広告文責：ケンコーコム株式会社TEL：0570-200226　IP電話から：03-3584-4157[ジャパンギャルズ]化粧品[美容機器／美容機器(フェイス)／超音波美顔器]",ジャパンギャルズJSIP-8789 (JSIP8789),11890,ジャパンギャルズ,http://product.rakuten.co.jp/product/%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%E3%82%AE%E3%83%A3%E3%83%AB%E3%82%BAJSIP-8789+%28JSIP8789%29/2e9630de1b62dd14651f4232e1a776a9/,超音波美顔器,0.00
0,"※パッケージデザイン等は予告なく変更されることがあります。商品説明「iBeauty＋plus(アイビューティープラス)シルバーPBBP02S」は、ナノのミストを噴射して、いつでも気軽のお肌の潤いができる携帯型ミスト美顔器です。化粧直しの際にシュッとミストを噴射して、ぷるぷるお肌に。クリアシール付きなので、オリジナルにかわいくデザイン可能。使用方法ミネラルウォーターをタンクに注入ください。ミストスライドカバーを下方向にスライドさせると、ミストの噴射が始まります。上にスライドさせるとミストの噴射が停止します。使用上の注意●とろみや油分にある化粧水をご使用にならないでください。噴射口がつまり、故障の原因になります。●精密機器のため、携帯する時は必ずケースなどに入れてください。●噴射中に目に入ったり、咳が出たり、気分が悪くなったときは、ご使用をただちに中止し水で洗い流してください。●噴射液が他の金属製品に付着した場合は水で洗い流してください。(金属が錆びることがあります。)●一日で使いきれる量を注入してください。タンクに液体物が残っていると、次にお使いになるときの噴射量が減る事があります。●長時間ご使用にならない時は、本体から電池を外してください。(乾電池の液漏れや故障の原因になります。)●傷や腫れ物、温疹などお肌に異常のあるときはご使用にならないでください。原産国中国ブランド：Preb(プレビ)化粧品　＆gt　美容機器　＆gt　美容機器(フェイス)　＆gt　携帯型ミスト美顔器　＆gt　iBeauty＋plus(アイビューティープラス)シルバーPBBP02S製造販売元　プレビ原産国中国カラー：シルバーJANコード：　4582281630269広告文責：ケンコーコム株式会社TEL：0570-200226　IP電話から：03-3584-4157[Preb(プレビ)]化粧品[美容機器／美容機器(フェイス)／携帯型ミスト美顔器]",アプライド PB-BP02S,4093,0,http://product.rakuten.co.jp/product/%E3%82%A2%E3%83%97%E3%83%A9%E3%82%A4%E3%83%89+PB-BP02S/028f14a94b5cdeba052c7fa7bcc9df1d/,その他,0.00
50,"スリムスパDXにマイクロカレント機能を追加して新登場！自宅がエステに変身！ローラーする際、少し音がします【P10】3分間に1800回のプラチナタッピング運動＋マイクロカレント機能、さらにキュキュッと小顔メーカー直送のため、代引ができかねます。コンビニ後払い（手数料無料）・銀行振込・カード払いをご利用ください。他の商品と同梱できません（送料はそれぞれかかります）。【P10】マイクロカレントとは人間の体内に流れている微弱な電流に着目した特殊な微弱電流です。微弱な刺激を与える事で肌のたるみにガツン。マイクロカレント理論といい、近年美容界で注目されています。電池・電気は不要で、半永久的にお使いいただけます。もちろん従来のプラチナタッピングの効果はそのまま。たった3分間で約1800回のプラチナタッピング運動がお肌に弾力。ローラー内部には15種類の鉱石を配合したプレートを内蔵。まるで毎日温泉スチームを肌に浴びながらハンドマッサージをされる気分。ローラーを1回転がすだけでタッピング運動、お肌のアップ運動が得られる構造になっており、毎日カリスマエステティシャンにマッサージされている感じです。バドガシュタイン鉱石お化粧の上からもお使いいただけます。美容液の上からコロコロすると効果的です。ローラーの汚れが気になりましたら、付属の布で拭いていただくか、ハンドソープで洗っていただいて、よく乾かして下さい。防水加工が施してありますので、お風呂の中でもお使いいただけますが、湯船にローラーをつけるのはおやめ下さい。ご使用後は、よく乾かして下さい。商品名スリムスパEMS（防水加工済）材質ABS樹脂、ステンレス、セラミックス(各種鉱石)サイズ(約)たて20×横4.2×高さ2.5cm付属品取扱説明書(マッサージ方法付)、1年保証、収納袋付きローラーの汚れが気になりましたら、付属の布で拭いて下さい。区分美顔器広告文責ビューティ・アップ！048-764-6152大人気★スリムスパ☆シリーズポイント10倍スリムスパDX19,800円類似品にご注意1番人気♪ポイント10倍スリムスパEMS24,900円マイクロカレントでさらに小顔ポイント10倍スリムスパEX24,900円全身使えます引き締めに最新作スリムスパSP10,000円自宅がエステ温泉スチームで小顔スリムスパディーエックス、スリムスパ、カリスマ、エステティシャン、スリムスパDX、美容ケアローラー、美容ローラー、エステ、カリスマ、エステシャン、マッサージ、タッピング、小顔、スプーンマッサージ、目尻、目元、ほほ、額、首筋、口元、デコルテ、遠赤外線、引き上げ、肌、引き締め、ひきしめ、つるつる、ツルツル、すべすべ、スベスベ、3分間、プラチナ、弾力、潤い、うるおい、滑らか、なめらかさ、ハリ、弾力、透明感、鉱石、温泉、スチーム、浴、ハンドマッサージ、バドガシュタイン、温感、冷感、女、レディース、送料無料、送料込、手数料無料、手数料込、すりむすぱEMS、正規品スリムスパEMS",スリムスパEMS 美容 ローラー 高橋ミカ ミカ エステ 美顔器 目尻 口元 首筋 マッサージ,6151,グリム,http://product.rakuten.co.jp/product/%E3%82%B9%E3%83%AA%E3%83%A0%E3%82%B9%E3%83%91EMS+%E7%BE%8E%E5%AE%B9+%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC+%E9%AB%98%E6%A9%8B%E3%83%9F%E3%82%AB+%E3%83%9F%E3%82%AB+%E3%82%A8%E3%82%B9%E3%83%86+%E7%BE%8E%E9%A1%94%E5%99%A8+%E7%9B%AE%E5%B0%BB+%E5%8F%A3%E5%85%83+%E9%A6%96%E7%AD%8B+%E3%83%9E%E3%83%83%E3%82%B5%E3%83%BC%E3%82%B8/39ee4638cc72fc02be298006a9b1c5eb/,その他,4.12
187,"クーポン獲得はコチラ■商品詳細※こちらの商品はメーカーお取り寄せ商品のため、通常2〜3営業日後の発送となります。ローラーをお顔にあてコロコロするだけで小顔＆美肌効果を実感できます。鳥の羽で軽く肌をたたくようなローリングマッサージがどなたでも簡単に出来ます。タッピング回転、クーラント回転、ブレーキ回転をお肌の状態に合わせて使うことにより素晴らしい効果が得られます。国際特許取得の半導体チップを使用し、六角型のタッピング回転子をもったローラーは、キャネットのオリジナル商品です。■製品特徴・コロコロでおなじみ美顔ローラー！本物の使い心地をぜひ体感ください。・羽で軽くたたくようにスムーズな高速のタッピング回転を実現。・上部にタッピングマッサージを行う六角形のタッピング回転子を搭載。・下部には引き上げとクーリングを行うクーラント回転子を搭載。・カラーは豪華で贅沢なゴールドと、深みのある華麗なレッドをご用意。・専用ポーチ付き。持ち運びにも便利です。■使用方法■製品概要商品名ゲルマニウムスリムローラーゴールド型番GSR-Gサイズ・重量163×19φ・95gセット内容本体、専用ポーチ、取扱説明書、保証書生産国主要部品：日本／金属加工部：中国保証期間1年材質タッピング回転子：アルミ合金（アルマイト加工）クーラント回転子：アルミ合金（アルマイト加工）半導体チップ：9個　酸化チタン、ゲルマニウム・シリコンメーカー株式会社キャネット広告文責株式会社アイラリー03-6454-9498",キャネット ゲルマニウム スリムローラー ゴールド,9799,キャネット,http://product.rakuten.co.jp/product/%E3%82%AD%E3%83%A3%E3%83%8D%E3%83%83%E3%83%88+%E3%82%B2%E3%83%AB%E3%83%9E%E3%83%8B%E3%82%A6%E3%83%A0+%E3%82%B9%E3%83%AA%E3%83%A0%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC+%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89/7bbc1115a4dbdebf83451107695a96f5/,その他,4.09
3,"保証スペック○電源方式：充電式(専用ACアダプター使用)○電源：AC100V-240V・50／60Hz共用○消費電力：5.5W○充電時間：約3時間○使用電池：Li-ion(リチウムポリマー電池)○本体機能：クレンジング、保湿ケア、COOL・HOT(クレンジング／保湿ケアと併用)○一体式コットンカバー：○○ヘッド部：チタンコーティング○本体寸法：約49(W)×51(D)×157(H)mm○本体質量：約150g送料Bサイズ※沖縄は本島のみの料金となります。離島・一部地域は追加料金がかかります。",KOIZUMI KBE-1600/N,5980,小泉成器,http://product.rakuten.co.jp/product/KOIZUMI+KBE-1600%EF%BC%8FN/d212c6588d523bac3fa5f81f63a1da92/,その他,4.67
0,"商品名光エステゲルマローラー（型式：YMO-75）セット内容本体、単4乾電池1本材質ABS樹脂、アクリル、その他販売元株式会社オムニ製造国日本広告文責株式会社シーディ　0120-19-9989",光エステゲルマローラー,10183,オムニ,http://product.rakuten.co.jp/product/%E5%85%89%E3%82%A8%E3%82%B9%E3%83%86%E3%82%B2%E3%83%AB%E3%83%9E%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC/8ef85243fb567317d3e9bedfc45676d6/,その他,0.00
0,"メーカー／ブランドComet／コメット商品説明頭皮からフェイシャルまで総合的にケア！ホームエステの決定版です。高周波にて乱れた肌のターンオーバーを正常なサイクルに戻します。また38-Eでは専用の毛穴洗浄が出来る吸引クリーナーも付属。週一回の毛穴のお掃除が出来ちゃいます！重量1.8kgサイズ幅300×奥行310×高さ90mm広告文責販売店名：GLOSSHOPTEL:0120-504-006商品区分:美顔器＃ProductDescriptionth{width:100px;background-color:＃EEEEEE;color:＃333333;font-size:12px;text-align:center;font-weight:100;}＃ProductDescriptiontd{align:left;font-size:12px;color:＃333333;background-color:＃FFFFFF;}＃ProductDescriptiontr{background-color:＃FFFFFF;font-family:メイリオ,Meiryo,ヒラギノ角ゴProW3;}",コメット 美顔器 POP-38E,48600,コメット電機,http://product.rakuten.co.jp/product/%E3%82%B3%E3%83%A1%E3%83%83%E3%83%88+%E7%BE%8E%E9%A1%94%E5%99%A8+POP-38E/7fc4c8a7781750745c4b315932aff708/,その他,0.00
0,"オムニ　毛穴収縮器　バニッシュポーEMSフェイスケアトリートメント美顔器開いた毛穴をピンポイントで冷却し、微弱電流や筋肉運動をもたらすEMSを流すことで、毛穴引き締めを目指す美顔器。細かな部分にも当てやすい球状の形状なので、鼻や鼻の脇までお手入れしやすく安心です。セット内容：本体、ACアダプター消費電力：4W使用電源：AC100V(50／60Hz)サイズ(cm)：直径3.5×16.5重量：140gメーカー・オムニ美容家電",オムニ バニッシュポー,3780,オムニ,http://product.rakuten.co.jp/product/%E3%82%AA%E3%83%A0%E3%83%8B+%E3%83%90%E3%83%8B%E3%83%83%E3%82%B7%E3%83%A5%E3%83%9D%E3%83%BC/f62b386dc84749bc1c2258da276030d5/,その他,0.00
135,"99.999％高純度の純無垢ゲルマニウム粒を使用。表情筋のトレーニングですっきり。いつでもどこでも「1日3分」のながらエステ。指圧代用としてツボを刺激し血行をよくする「ツボ押し」機能付き。専用ポーチ、専用布付。日本製。【エステ・化粧品関連：エステ関連・（株）レダ・2013.04】",レダ ピュアゲルマローラー999DX ロゼ,14400,レダ,http://product.rakuten.co.jp/product/%E3%83%AC%E3%83%80+%E3%83%94%E3%83%A5%E3%82%A2%E3%82%B2%E3%83%AB%E3%83%9E%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC999DX+%E3%83%AD%E3%82%BC/922c932779d4387f37820cc82f4bda3a/,その他,4.47
1,"●うぶ毛の処理や、まゆのスタイリングができるフェイストリマーです。●ゆるやかなカーブの曲線ブレードが、肌を傷めずにうぶ毛をカットします。●手ブレをおさえるのに効果的な「フィンガーリング」を付属。●まゆの細部の仕上げなどに便利な「まゆ用プロテクトカバー」付き。●男性ユーザーを意識したブラックボディ。●単4形アルカリ乾電池×1個使用（別売）品名00-8965　フェイストリマー　ブラック　HB−8965　品番HB-8965本体材質ABS樹脂ブレード材質ステンレス重さ約19g（乾電池含まず）使用電源単4形アルカリ乾電池×1個（別売）電池寿命2週間に1回の使用で約1年",OHM HB-8965,1236,オーム電機,http://product.rakuten.co.jp/product/OHM+HB-8965/12f7240b8292c0a1f43b228ae89a905d/,その他,4.00
0,"サイズ150g製造国日本",JUNO　ビガンキゲル　150g,2048,コモライフ,http://product.rakuten.co.jp/product/JUNO%E3%80%80%E3%83%93%E3%82%AC%E3%83%B3%E3%82%AD%E3%82%B2%E3%83%AB%E3%80%80150g/8da78921afa010842ae2ba7f8b975020/,その他,0.00
135,"99.999％高純度の純無垢ゲルマニウム粒を使用。表情筋のトレーニングですっきり。いつでもどこでも「1日3分」のながらエステ。指圧代用としてツボを刺激し血行をよくする「ツボ押し」機能付き。専用ポーチ、専用布付。日本製。【エステ・化粧品関連：エステ関連・（株）レダ・2013.04】",レダ ピュアゲルマローラー999DX ロゼ,14400,レダ,http://product.rakuten.co.jp/product/%E3%83%AC%E3%83%80+%E3%83%94%E3%83%A5%E3%82%A2%E3%82%B2%E3%83%AB%E3%83%9E%E3%83%AD%E3%83%BC%E3%83%A9%E3%83%BC999DX+%E3%83%AD%E3%82%BC/922c932779d4387f37820cc82f4bda3a/,その他,4.47
